Spcode	Cover
PLALAN	2
PLALAN	2
PLALAN	1
POAANG	1
POAANG	1
POAPRA	1
POAPRA	1
POATRI	1
POATRI	1.5
POATRI	1
RANACR	0.5
RUMACE	1
RUMACE	1
RUMACE	1
SALPRA	2
SALPRA	2.5
TRIFLA	2
TRIFLA	3
TRIFLA	2
TRIFLA	2
TRIFLA	3
TRIFLA	3
TRIPRA	1
TRIPRA	2
TRIPRA	2
TRIPRA	2
TRIPRA	2
TRIPRA	1
VERPER	0.5
ARRELA	1
ARRELA	2
ARRELA	1
BROERE	6
BROERE	2
BROERE	4
BROERE	3
BROERE	2
BROERE	2
BROERE	1
BROERE	0.5
BROERE	5
DACGLO	2
DACGLO	1
DAUCAR	1
DAUCAR	2
ELYREP	1
ELYREP	1
ELYREP	1
FESRUB	1
FESRUB	3
FESRUB	3
GALVER	0.5
GALVER	1
GALVER	0.5
GERDIS	0.5
GERDIS	1
GERDIS	1
LEUVUL	1
LOLPER	1
MEDAR	2
MEDAR	3
MEDAR	2
MEDAR	1
MEDAR	3
MEDAR	1
POAANG	1
POAPRA	1
POAPRA	1
POAPRA	1
POATRI	1
POATRI	1
RANACR	2
RANACR	1
RANACR	2
RANACR	1
RANACR	1
RANACR	1
RANACR	1
TRIFLA	1
TRIFLA	1
VERPER	1
ACHMIL	1
ACHMIL	1
ACHMIL	1
ACHMIL	1
ACHMIL	0.5
ACHMIL	1
ACHMIL	1
ACHMIL	1
ARRELA	4
ARRELA	2.5
ARRELA	3
ARRELA	4
ARRELA	3
ARRELA	2
ARRELA	4
ARRELA	2
ARRELA	1.5
BROERE	3
BROERE	1
DACGLO	1
DACGLO	2
DACGLO	1
DACGLO	2
DAUCAR	1
DAUCAR	0.5
DAUCAR	1
GERDIS	1
GERDIS	0.5
GERDIS	1
GERROT	1
GERROT	1
LEUVUL	0.5
MEDAR	1
MEDAR	1.5
MEDAR	1
MEDAR	0.5
MEDAR	1
MEDAR	1
PLALAN	2.5
PLALAN	1.5
PLALAN	3
PLALAN	3
POAPoilu	0.5
POAPRA	1
RANACR	1
RANACR	1.5
RANACR	1.5
RANACR	1
RANACR	1
SALPRA	0.5
TAROFF	0.5
TAROFF	1
TRIFLA	2
TRIFLA	1
TRIFLA	2
TRIFLA	1.5
TRIFLA	1
TRIFLA	2
TRIPRA	1
TRIPRA	0.5
TRIPRA	1
TRIPRA	4
ANTODO	2
ANTODO	0.5
ANTODO	1.5
ANTODO	2
ARRELA	1
ARRELA	1
ARRELA	2
BROERE	1
BROERE	1
BROERE	3
BROERE	4
BROERE	2
BROERE	2
BROERE	1.5
BROERE	4
BROERE	3
DACGLO	2
DACGLO	1
DACGLO	2
DACGLO	1
DACGLO	1
DAUCAR	1
DAUCAR	1
DAUCAR	1
DAUCAR	1
DAUCAR	0.5
DAUCAR	1
DAUCAR	1.5
DAUCAR	1.5
GERDIS	1
GERDIS	2
GERDIS	1
GERROT	1
GERROT	1
GERROT	1
GERROT	1
LEUVUL	1
LEUVUL	1
MEDAR	3
MEDAR	2
MEDAR	2
MEDAR	3
MEDAR	3
MEDAR	2.5
MEDAR	3
MEDAR	3
MEDAR	2
PICHIE	1
PLALAN	1
POAPRA	1
POAPRA	1
POAPRA	1
POAPRA	1
POAPRA	0.5
RANACR	1
RANACR	1
RANACR	1
SALPRA	1
SALPRA	1
SALPRA	1.5
TAROFF	0.5
TRIFLA	1.5
TRIFLA	1.5
TRIFLA	1
VERBOF	1
VERPER	1
VERPER	0.1
ARRELA	1
BROERE	5
BROERE	4
BROERE	3
BROERE	3
BROERE	3
BROERE	4
BROERE	4
BROERE	1
BROERE	4
DACGLO	1
DAUCAR	0.1
ERYNGE	1
FESRUB	1
FESRUB	2
FESRUB	2
FESRUB	2
GALVER	1
GERDIS	0.5
GERROT	0.5
LEUVUL	0.5
LOTCOR	1
LOTCOR	1
MEDAR	0.1
MEDAR	1
MEDAR	4
MEDAR	2
MEDAR	1
PICHIE	0.5
PICHIE	1
POAANG	0.5
POAPRA	1
POAPRA	1
PRUVUL	0.1
RANACR	0.1
RANACR	1
RANACR	0.1
SONCHUS	0.5
TAROFF	1
TAROFF	0.5
TRIFLA	1
TRIFLA	2
TRIFLA	2
TRIPRA	1
TRIPRA	3
TRIPRA	1
TRIPRA	1
ANTODO	1
ARRELA	2
ARRELA	4
ARRELA	2
ARRELA	1.5
BROERE	4
BROERE	2
BROERE	1
BROERE	4
BROERE	3
BROERE	3
BROERE	4
BROERE	3
BROMOL	1
DACGLO	2
DACGLO	2
DACGLO	3
DACGLO	1
DACGLO	2
DAUCAR	0.5
DAUCAR	1
DAUCAR	2
DAUCAR	1
GALVER	1
GALVER	2
GALVER	1
GALVER	2
GALVER	2
GALVER	1
GALVER	1.5
GERDIS	1
GERDIS	1.5
LEUVUL	0.5
MEDAR	2.5
MEDAR	4
MEDAR	2
MEDAR	3
MEDAR	3
MEDAR	3
MEDAR	3
MEDAR	2.5
MEDAR	2
MYORAM	0.5
MYORAM	0.5
MYORAM	0.5
PICHIE	1
PLALAN	1
PLALAN	1
POAANG	1
POAANG	1
POAANG	1.5
POAANG	1
POAANG	1
POATRI	1
POATRI	2
POATRI	1
POATRI	2
RANACR	0.5
RANACR	0.5
RANACR	0.5
RANACR	0.5
RANACR	2.5
RANACR	0.5
RANACR	0.5
RUMACE	1
SALPRA	1
SALPRA	2
SALPRA	1
SALPRA	1
SALPRA	2.5
SALPRA	0.5
SONCHUS	0.5
TAROFF	2
TAROFF	2
TRIFLA	1
TRIFLA	1
TRIPRA	2
VERBOF	1
VERPER	0.5
VERPER	0.5
ARRELA	3
ARRELA	2
ARRELA	2
ARRELA	2
ARRELA	2
ARRELA	1
ARRELA	4
ARRELA	2
ARRELA	2
BROERE	2
BROERE	1
BROERE	2
DACGLO	2
DACGLO	2
DACGLO	1
DACGLO	1
DACGLO	2
DACGLO	1
DACGLO	2
DAUCAR	1
DAUCAR	3
DAUCAR	2
DAUCAR	1
DAUCAR	1
FESARU	1
GERDIS	1
GERDIS	1
GERDIS	1
GERDIS	1
GERROT	1
GERROT	1
GERROT	1
GERROT	1
GERROT	1
GERROT	1
GERROT	1
GERROT	1
MEDAR	3
MEDAR	3
MEDAR	5
MEDAR	4
MEDAR	3
MEDAR	2
MEDAR	2
MEDAR	2
MEDAR	3
PLALAN	1
PLALAN	1
PLALAN	2
PLALAN	1
PLALAN	1
PLALAN	1
PLALAN	1.5
POAANG	1
POAANG	1
POAPRA	1
POAPRA	1
POAPRA	1
RANACR	1
RANACR	1
RANREP	1
RUMACE	3
SALPRA	1
SALPRA	1
SALPRA	0.5
SALPRA	0.5
SALPRA	0.5
TRIFLA	1
TRIFLA	1
TRIFLA	2
TRIFLA	3
TRIFLA	1
TRIFLA	2
TRIFLA	1
TRIPRA	1
ANTODO	1
ARRELA	1
ARRELA	3
ARRELA	4
ARRELA	3
ARRELA	1
ARRELA	1
BROERE	2.5
BROERE	2
BROERE	3.5
BROERE	3
BROERE	5
BROERE	5
BROERE	5
BROERE	6
CONARV	0.5
CRESp	1
CRESp	1
DACGLO	2
DACGLO	1.5
DACGLO	1
DAUCAR	1
DAUCAR	0.5
DAUCAR	0.5
DAUCAR	0.5
DAUCAR	0.5
ERYNGE	1
ERYNGE	0.5
FESRUB	0.5
FESRUB	1
GERDIS	1
GERDIS	2
GERDIS	1.5
HIMHIR	1
MEDAR	1
MEDAR	4
MEDAR	2
MYORAM	0.5
ONOREP	2
ONOREP	1.5
ONOREP	1
ONOREP	2
ONOREP	2
ONOREP	1.5
ONOREP	0.5
ONOREP	0.5
PLALAN	1
PLALAN	3
PLALAN	2
PLALAN	0.5
Poa poilu	1
POAANG	1
POAANG	1
POAANG	1
POAANG	1
POAANG	1
POAPRA	1
POATRI	1
RANACR	2
RANACR	1
RANACR	1
RANACR	1
RANACR	2
RANACR	1
RANACR	0.5
RANACR	0.5
RUMACE	0.5
TAROFF	0.5
TAROFF	1
TAROFF	1
TRIFLA	1
TRIFLA	1
TRIFLA	1
TRIFLA	1
TRIPRA	4
TRIPRA	3
VERBOF	1
VERBOF	1
VERBOF	1
VERPER	0.5
VERPER	1
VERPER	1
ARRELA	2
ARRELA	1
ARRELA	3
ARRELA	2
BROERE	2
BROERE	2
BROERE	4
BROERE	2
BROERE	2
BROERE	5
DACGLO	1
DACGLO	1
DACGLO	1
DACGLO	1
DACGLO	2
DAUCAR	0.5
FESRUB	1
GALVER	1
GALVER	1
GALVER	1
GERROT	0.1
GERROT	0.5
LEUVUL	0.1
MEDAR	5
MEDAR	5
MEDAR	1
MEDAR	1
MEDAR	5
MEDAR	5
MEDAR	5
MEDAR	5
MEDAR	3
PLALAN	1
POAPRA	1
RANACR	0.1
RANACR	1
RANACR	0.1
TRAPRA	1
TRAPRA	1
TRAPRA	0.5
TRIFLA	1
TRIFLA	2
TRIFLA	1
TRIFLA	1
TRIFLA	1
TRIPRA	1
TRIPRA	1
TRIPRA	1
VERPER	0.1
ARRELA	3
ARRELA	3
ARRELA	4
ARRELA	2
ARRELA	3
ARRELA	2
ARRELA	3
ARRELA	3
ARRELA	2
BROERE	1
BROERE	2
BROERE	2
BROERE	2
BROERE	1
BROERE	2
BROERE	1
CENJAC	1
DACGLO	2
DACGLO	1
DACGLO	1.5
DACGLO	1
DAUCAR	0.5
DAUCAR	1
DAUCAR	2
DAUCAR	1
GERDIS	0.5
LEUVUL	0.5
LEUVUL	1
MEDAR	3
MEDAR	3
MEDAR	2
MEDAR	2
MEDAR	3
MEDAR	4
MEDAR	3
MEDAR	3
MEDAR	3
POAANG	1
RANACR	1
RANACR	1
RANACR	1
RANACR	0.5
SALPRA	1
TAROFF	0.5
TAROFF	0.5
TAROFF	1
TRAPRA	1
TRIFLA	1
TRIFLA	1
TRIFLA	1
TRIFLA	1
VERPER	0.5
VERPER	0.5
ANTODO	1
ARRELA	5
ARRELA	4
ARRELA	5
ARRELA	6
ARRELA	3
ARRELA	4
ARRELA	2
ARRELA	5
ARRELA	5
DACGLO	1
DACGLO	2
DACGLO	2
DACGLO	3
DACGLO	1
DAUCAR	1
DAUCAR	2
FESARU	1
GERDIS	1
GERDIS	1
GERDIS	2
GERDIS	0.5
GERDIS	1
GERROT	0.5
HIMHIR	2
MEDAR	2
MEDAR	3
MEDAR	3
MEDAR	3
MEDAR	4
MEDAR	3
MEDAR	3
MEDAR	3
MEDAR	4
PLALAN	1
PLALAN	1
PLALAN	2
POAANG	1
POAANG	1
POAPRA	1
POAPRA	1
POAPRA	1
POAPRA	1
POAPRA	1
POAPRA	1
RANACR	1
SALPRA	3
SALPRA	4
TRIFLA	1
TRIFLA	1
TRIFLA	1
TRIFLA	1
ARRELA	1
ARRELA	1
ARRELA	2
ARRELA	2
ARRELA	1
BROERE	2
BROERE	4
BROERE	5
BROERE	2
BROERE	1.5
BROERE	1
CENJAC	1
CENJAC	2
CRESp	1
DACGLO	1.5
DACGLO	2
DACGLO	1
DACGLO	1
DACGLO	2
DAUCAR	3
DAUCAR	0.5
DAUCAR	2
DAUCAR	1
DAUCAR	0.5
ELYREP	1
FESRUB	1
FESRUB	2
FESRUB	0.5
FESRUB	2
FESRUB	1
GALVER	1
GALVER	0.5
GALVER	1
GALVER	1
GALVER	0.1
GERDIS	2
GERDIS	1
GERDIS	1
GERDIS	1
GERDIS	2
GERROT	1
GERROT	1
GERROT	0.5
LEUVUL	1
LEUVUL	1.5
LEUVUL	2
LEUVUL	2
MEDAR	3
MEDAR	2
MEDAR	2
ONOREP	1
ONOREP	2
ONOREP	1
ONOREP	1
ONOREP	1
PLALAN	2
PLALAN	1.5
PLALAN	1.5
PLALAN	2
POAANG	1
POAANG	1
POAPRA	1
POAPRA	1
POAPRA	1
POATRI	1
POATRI	1
POATRI	1
POATRI	1
RANACR	2
RANACR	1
RANACR	2
RANACR	2
RANACR	1.5
RANACR	2
TRAPRA	2
TRAPRA	1.5
TRIFLA	2
TRIFLA	1
TRIPRA	3
TRIPRA	3
TRIPRA	4
TRIPRA	4
VERBOF	0.1
VERBOF	0.5
ACHMIL	1
ACHMIL	2
ACHMIL	1
ACHMIL	1
ARRELA	1
ARRELA	4
ARRELA	2
ARRELA	1
ARRELA	3
BROERE	3
BROERE	1
BROERE	1
BROERE	5
BROERE	1
CRESp	1
DACGLO	1
DAUCAR	1
DAUCAR	1
DAUCAR	0.5
ERYNGE	0.5
FESRUB	2
FESRUB	4
FESRUB	3
FESRUB	3
FESRUB	3
FESRUB	3
FESRUB	3
FESRUB	3
GERDIS	0.5
GERDIS	0.5
GERDIS	0.5
GERROT	1
MEDAR	1
MEDAR	1
MEDAR	1
MEDAR	1
MEDAR	2
MYORAM	0.5
PLALAN	1
PLALAN	1
PLALAN	1
POAANG	1
POAANG	1
POAANG	1
POAANG	1
RANACR	1.5
RANACR	1
RANACR	1
RANACR	1
RANACR	2
RANACR	0.5
RANACR	2
RUMACE	1
SALPRA	1.5
SALPRA	1
SONCHUS	1
SONCHUS	1
TAROFF	1
TRIFLA	0.5
TRIFLA	1
TRIPRA	3
TRIPRA	2
TRIPRA	2
VERPER	1
ARRELA	2
ARRELA	1.5
ARRELA	2
ARRELA	3
ARRELA	3
BROERE	6
BROERE	6
BROERE	4
BROERE	3
BROERE	5
BROERE	6
BROERE	5
BROERE	4
BROERE	5
CENJAC	2
CRESp	1
DACGLO	1
DACGLO	1
DACGLO	0.5
DAUCAR	1.5
DAUCAR	2
DAUCAR	1.5
DAUCAR	0.5
DAUCAR	2
GERDIS	0.5
GERDIS	1
GERROT	1
MEDAR	2
MEDAR	2
MEDAR	2
MEDAR	2
MEDAR	2
MEDAR	1
MEDAR	0.5
MEDAR	2
MYORAM	0.5
ONOREP	2
ONOREP	2
ONOREP	2
ONOREP	1
ONOREP	1
ONOREP	2
PLALAN	1
PLALAN	1.5
POAANG	0.5
POAANG	2
POAANG	1
POAPRA	1
POATRI	1
RANACR	0.5
RANACR	0.5
RANACR	2
RANACR	0.5
RANACR	0.5
RANACR	0.5
RANACR	1
RANACR	0.5
RUMACE	2
RUMACE	0.5
SALPRA	2
SALPRA	4
SALPRA	2
SALPRA	1.5
SALPRA	2
SALPRA	2
SALPRA	1
SONCHUS	1
TAROFF	0.5
TAROFF	0.5
TRAPRA	1
TRIFLA	1
TRIFLA	1
TRIFLA	1
TRIFLA	1
TRIFLA	1
TRIPRA	1
TRIPRA	1.5
TRIPRA	1
VERPER	1
VERPER	1
ANTODO	3
ANTODO	2
ARRELA	2
ARRELA	2
ARRELA	1
ARRELA	2
ARRELA	2
ARRELA	2
ARRELA	3
BROERE	1
BROERE	2
BROERE	1
BROERE	3
BROERE	2.5
BROMOL	1
CENJAC	1.5
DACGLO	1
DACGLO	2
DACGLO	1
DACGLO	0.5
DAUCAR	2
DAUCAR	2
DAUCAR	2
DAUCAR	2
DAUCAR	1
FESRUB	1
FESRUB	2
FESRUB	1
FESRUB	1
FESRUB	1
FESRUB	2
FESRUB	1
FESRUB	2
GALVER	0.1
GALVER	2
GALVER	1
GALVER	3
GALVER	1
GALVER	2
GERDIS	0.5
GERDIS	1
GERDIS	1
GERDIS	1
GERROT	1
GERROT	1
GERROT	1
LEUVUL	1
LEUVUL	1
LEUVUL	1
LOLPER	1
MEDAR	1
MEDAR	2
MEDAR	2
MEDAR	3
MEDAR	3
PICHIE	1
PICHIE	0.5
POAANG	1
POAPRA	1
POAPRA	1
POAPRA	1
POATRI	1
POATRI	1
RANACR	1.5
RANACR	2
RANACR	1
RANACR	0.5
RANACR	1
RANACR	2
RANACR	0.5
SALPRA	1
TAROFF	3.5
TAROFF	1
TAROFF	1
TRIFLA	1
TRIPRA	1
TRIPRA	1
VERPER	1
VERPER	0.5
ARRELA	6
ARRELA	7
ARRELA	7
ARRELA	3
ARRELA	4
ARRELA	4
ARRELA	3
ARRELA	1
ARRELA	2
BROMOL	1
BROMOL	1
DACGLO	1
DACGLO	2
DACGLO	1
DACGLO	1
DACGLO	1
DACGLO	1
DAUCAR	0.5
DAUCAR	1
DAUCAR	2
DAUCAR	1
DAUCAR	2
ELYREP	1
GERDIS	2
GERDIS	1
GERDIS	1
GERDIS	1
GERDIS	1
GERDIS	1
GERDIS	1
GERROT	1
GERROT	1
HIMHIR	1
MALSYL	1
MEDAR	1
MEDAR	2
MEDAR	2
MEDAR	4
MEDAR	3
MEDAR	5
MEDAR	3
MEDAR	4
ONOREP	1
ONOREP	1
PLALAN	2
PLALAN	0.5
PLALAN	1
PLALAN	1
PLALAN	1
PLALAN	1
POATRI	3
RANACR	0.5
RANACR	0.5
RANACR	1
RANACR	1
RANACR	1
RANACR	1
RANREP	2
SALPRA	1
SALPRA	1
SONCHUS	1
TAROFF	0.5
TRIFLA	1
TRIFLA	1
TRIPRA	1
TRIPRA	4
TRIPRA	1
TRIPRA	1
VERBOF	1
VERBOF	1
ARRELA	4
ARRELA	2.5
ARRELA	2
ARRELA	3
ARRELA	3
ARRELA	5
ARRELA	5
ARRELA	2
ARRELA	2
BROERE	3
DACGLO	2
DACGLO	2
DACGLO	1
DACGLO	3
DACGLO	1
DAUCAR	1
DAUCAR	1
GERDIS	2
GERDIS	2
GERDIS	3
GERDIS	2
GERDIS	1
GERROT	0.5
GERROT	1
GERROT	1
GERROT	2
GERROT	1
MEDAR	3
MEDAR	2
MEDAR	3
MEDAR	2
MEDAR	2
MEDAR	2
ONOREP	2
ONOREP	1
ONOREP	2
ONOREP	1
ONOREP	1
ONOREP	1
ONOREP	1
PLALAN	2
PLALAN	3
PLALAN	1
PLALAN	3
POAANG	1
POAANG	1
POAPRA	1
POAPRA	1
POAPRA	1
POAPRA	2
POAPRA	2
POAPRA	1
POAPRA	1
RANACR	1
RANACR	1
RANREP	1
RANREP	1
SALPRA	1
SONCHUS	1
TAROFF	1
TAROFF	1
TAROFF	0.5
TAROFF	1
TRIFLA	1
TRIFLA	1
TRIFLA	1
TRIFLA	2
VERBOF	1
ARRELA	1
ARRELA	2
ARRELA	2
ARRELA	5
ARRELA	1
ARRELA	1
BROERE	2
BROERE	1
BROERE	2
BROERE	1
CONARV	1
DACGLO	2
DACGLO	1
DACGLO	1
DACGLO	2
DACGLO	1
DACGLO	1
DACGLO	2
DACGLO	3
DACGLO	2
DAUCAR	2
DAUCAR	1
DAUCAR	2
GALMOL	1
GALMOL	2
GALMOL	3
GERDIS	0.5
GERDIS	2
GERDIS	2
GERDIS	1.5
GERDIS	1
MEDAR	5
MEDAR	5
MEDAR	4
MEDAR	4
MEDAR	4
MEDAR	5
MEDAR	4
MEDAR	4
MEDAR	3
PLALAN	1
PLALAN	2
PLALAN	1
PLALAN	2
POAANG	1
POAANG	0.5
POAANG	1
POAANG	1
POAANG	1
POAPRA	1
POATRI	1
POATRI	1
RANACR	0.5
RANACR	2
RANACR	1
RANACR	2
RUMACE	0.5
RUMACE	1
RUMACE	2
SALPRA	1.5
SALPRA	1
SALPRA	2
SALPRA	1
SALPRA	2
SALPRA	1
TRAPRA	1
TRAPRA	1
TRIFLA	1
TRIFLA	2
TRIFLA	1
TRIPRA	1
TRIPRA	2
TRIPRA	2
TRIPRA	2
TRIPRA	2
TRIPRA	3
TRIPRA	2
ANTODO	1
ANTODO	1
ARRELA	2
ARRELA	1
ARRELA	3
ARRELA	1
ARRELA	1
BROERE	7
BROERE	6
BROERE	5
BROERE	7
BROERE	6
BROERE	5
BROERE	2
BROERE	4
CRESp	2
DACGLO	1
DAUCAR	2
DAUCAR	1
DAUCAR	2
DAUCAR	1
ERYNGE	1
ERYNGE	1
GERDIS	1
GERDIS	1
GERDIS	0.5
GERDIS	0.5
GERDIS	0.5
GERROT	1
GERROT	1
MEDAR	4
MEDAR	5
MEDAR	3
MEDAR	4
MEDAR	4
MEDAR	4
MEDAR	5
MEDAR	5
MEDAR	5
MYORAM	0.5
ONOREP	1
ONOREP	1
PLALAN	1
PLALAN	1
POAANG	1
POAANG	1
POAANG	1
POAPRA	1
POATRI	1
RANACR	1
RANACR	0.5
RANACR	1
RUMACE	1
RUMACE	0.5
RUMACE	1
SONCHUS	0.5
TAROFF	0.5
TAROFF	1
VERPER	0.5
VERPER	1
ANTODO	1.5
ANTODO	1
ANTODO	1
ANTODO	1
ARRELA	2
ARRELA	1
ARRELA	2
ARRELA	1
ARRELA	2
BROERE	2
BROERE	2
BROERE	2
BROERE	2
BROERE	2
BROERE	1.5
BROERE	3
BROERE	4
BROERE	4
CENJAC	2
CENJAC	1
CRESp	1
DAUCAR	2
DAUCAR	1
DAUCAR	2
DAUCAR	0.5
ERYNGE	0.5
FESRUB	0.5
FESRUB	2
FESRUB	3
GALVER	1
GALVER	1.5
GALVER	1
GALVER	1
GALVER	1
GALVER	1
GALVER	0.5
GERDIS	1
GERDIS	2
GERDIS	0.5
GERROT	1
GERROT	1
LEUVUL	1
LOTCOR	1
MEDAR	3
MEDAR	2
MEDAR	3
MEDAR	1
MEDAR	1
MEDAR	1
MEDAR	2
MEDAR	1
PLALAN	1
PLALAN	2
PLALAN	2
PLALAN	1
PLALAN	0.5
POAANG	1
POATRI	1
RANACR	1
RANACR	1.5
RANACR	0.5
RANACR	0.5
RANACR	3
RANACR	0.5
RANACR	0.5
SALPRA	1
SALPRA	2
SALPRA	1
SALPRA	0.5
SONCHUS	1
SONCHUS	1
TAROFF	1
TAROFF	0.5
TRIFLA	1
TRIPRA	1
TRIPRA	1
VERPER	0.5
VERPER	0.5
ACHMIL	1
ACHMIL	0.5
ACHMIL	1
ACHMIL	0.5
ACHMIL	1
ACHMIL	0.5
ACHMIL	1
ARRELA	1
ARRELA	2
BROERE	6
BROERE	5
BROERE	4
BROERE	4
BROERE	6
BROERE	3
BROERE	4
BROERE	4
BROERE	4
CENJAC	1
DACGLO	1
DACGLO	1
DACGLO	1.5
DACGLO	2
DACGLO	1
GALVER	1
GALVER	0.5
GALVER	1
GERDIS	1
GERDIS	1.5
GERDIS	1
MEDAR	2
MEDAR	3
MEDAR	3.5
MEDAR	3
MEDAR	2
MEDAR	2
MEDAR	3
MEDAR	2
MYORAM	0.5
PLALAN	1
PLALAN	1
POAANG	1
POAANG	1
POAANG	1
POAANG	1
POAANG	1
POATRI	1
RANACR	0.5
TRIFLA	1
TRIFLA	1
TRIFLA	1
TRIFLA	0.5
TRIPRA	3
TRIPRA	2.5
TRIPRA	3
TRIPRA	2
TRIPRA	2
TRIPRA	2
TRIPRA	3
VERPER	0.5
VERPER	0.5
ARRELA	0.5
BROERE	4
BROERE	4
BROERE	5
BROERE	4
BROERE	4
BROERE	4
BROERE	4
BROERE	2
BROERE	2
CENJAC	0.5
CENJAC	2
DACGLO	1
DACGLO	0.5
DACGLO	1
DACGLO	1
DAUCAR	1.5
DAUCAR	1.5
DAUCAR	2
DAUCAR	0.5
GALVER	0.5
GALVER	0.5
GALVER	1
GALVER	0.5
GALVER	0.5
GERDIS	0.5
GERDIS	1
GERDIS	0.5
LEUVUL	0.5
LEUVUL	1
LEUVUL	1
LOLPER	1
MEDAR	2
MEDAR	2
MEDAR	3
MEDAR	1.5
MEDAR	2
MEDAR	3
MEDAR	2
MEDAR	3
MEDAR	1
ONOREP	1
PLALAN	0.5
PLALAN	1.5
PLALAN	1
PLALAN	1
PLALAN	1
PLALAN	1
PLAMAJ	1
PLAMAJ	0.5
PLAMAJ	3
PLAMAJ	0.5
PLAMAJ	1
POAANG	1
POAANG	1
POATRI	1
POATRI	1
RANACR	0.1
RANACR	0.5
SALPRA	1
SALPRA	1
SALPRA	0.5
SALPRA	1
TRAPRA	1
TRIFLA	1
TRIFLA	1
TRIFLA	1
TRIFLA	1
TRIPRA	1
TRIPRA	0.5
TRIPRA	1
TRIPRA	2
VERPER	0.5
ARRELA	1
ARRELA	3
ARRELA	1
BROERE	4
BROERE	5
BROERE	3
BROERE	3
BROERE	1
BROERE	2
CENJAC	0.5
CENJAC	1
CONARV	1
DACGLO	1
DACGLO	1
DAUCAR	1
DAUCAR	0.5
DAUCAR	1
DAUCAR	2
DAUCAR	1
GERDIS	1
GERDIS	1
GERDIS	1
HIMHIR	1
LEUVUL	0.5
MEDAR	1
MEDAR	1
MEDAR	2
MEDAR	2
MEDAR	1
MEDAR	1
MEDAR	3
MEDAR	3
MEDAR	2
PLALAN	1
POAPRA	1
RANACR	1
RANACR	1
RANACR	1.5
RANACR	1
SALPRA	0.5
SALPRA	2
SALPRA	2
SALPRA	1
SALPRA	1
SALPRA	1
TRIFLA	3
TRIFLA	2
TRIFLA	2
TRIFLA	1
TRIFLA	1
TRIPRA	1
VERPER	0.5
VERPER	0.5
ARRELA	4
ARRELA	3
ARRELA	4
ARRELA	4
ARRELA	3
ARRELA	2
ARRELA	1
ARRELA	2
ARRELA	3
BROERE	1
BROERE	2
BROERE	2
BROERE	5
BROERE	2.5
CONARV	0.5
CONARV	0.5
CONARV	0.5
CONARV	0.5
DACGLO	1
DACGLO	2
DACGLO	0.5
DACGLO	2
DACGLO	1
DAUCAR	0.5
DAUCAR	2
DAUCAR	2
DAUCAR	0.5
DAUCAR	2
DAUCAR	1.5
DAUCAR	1
ERYNGE	0.5
FESRUB	1
GERDIS	1
GERDIS	0.5
MEDAR	3.5
MEDAR	3
MEDAR	2
MEDAR	2.5
MEDAR	2
MEDAR	4
MEDAR	3
MEDAR	2
MEDAR	3
ONOREP	1
ONOREP	0.5
ONOREP	1
ONOREP	0.5
ONOREP	0.5
PLALAN	0.5
POAANG	0.5
POAANG	1
POAPRA	1
POATRI	1
POATRI	1
RANACR	0.1
RANACR	2
RANACR	0.5
SALPRA	0.5
TAROFF	1.5
TAROFF	0.5
TRIFLA	1
TRIFLA	1
TRIFLA	1.5
TRIPRA	2
ARRELA	3
ARRELA	6
ARRELA	5
ARRELA	3
ARRELA	3
ARRELA	2
ARRELA	2.5
ARRELA	3
ARRELA	3.5
BROERE	0.5
BROERE	0.5
BROMOL	1
BROMOL	1
CENJAC	1
CENJAC	1
DACGLO	1
DACGLO	2
DACGLO	2
DACGLO	1
DACGLO	1
DAUCAR	1
DAUCAR	1
DAUCAR	1
GERDIS	1
GERDIS	1
GERDIS	0.5
GERDIS	1
GERDIS	1
GERDIS	0.5
LEUVUL	1
LOLPER	0.5
LOLPER	1
LOLPER	1
MEDAR	2
MEDAR	1
MEDAR	2
MEDAR	0.5
MEDAR	1
MEDAR	3
MEDAR	2
MYORAM	0.5
MYORAM	0.5
PLALAN	1
POAPRA	1.5
POAPRA	1
RANACR	1.5
TRIFLA	1
TRIFLA	1
TRIFLA	1
TRIFLA	0.5
TRIFLA	1
TRIFLA	2
TRIPRA	1.5
TRIPRA	2
TRIPRA	1
TRIPRA	0.5
TRIPRA	2
TRIPRA	1
TRIPRA	1
TRIPRA	2
ANTODO	2
ARRELA	3
ARRELA	2.5
ARRELA	4
ARRELA	2
ARRELA	1.5
ARRELA	1
ARRELA	4
ARRELA	1
ARRELA	4
DACGLO	1
DACGLO	1
DACGLO	1
DACGLO	1
DACGLO	1.5
DACGLO	1
DAUCAR	2
DAUCAR	1
DAUCAR	1.5
DAUCAR	1
DAUCAR	1
FESARU	1
GERDIS	0.5
GERDIS	1
GERDIS	1
GERDIS	1
GERDIS	1
GERDIS	0.5
GERROT	1
MEDAR	4
MEDAR	3
MEDAR	2
MEDAR	4
MEDAR	3
MEDAR	1.5
MEDAR	3
MEDAR	2
ONOREP	1
PLALAN	1
PLALAN	1.5
PLALAN	2
PLALAN	2
PLALAN	2
PLALAN	1.5
POAPRA	1
POAPRA	1
POAPRA	1
POATRI	1
POATRI	1
POATRI	1
RANACR	0.5
RANACR	0.5
RANACR	0.5
RUMACE	1
SALPRA	1
SALPRA	2
SALPRA	1
SALPRA	1.5
TRAPRA	0.5
TRIFLA	2
TRIFLA	1
TRIFLA	3
TRIFLA	1
TRIFLA	2
TRIFLA	2
